id_str,user_id,user_sreen_name,retweet_count,in_reply_to_status_id,text
1072334135908282368,1067838797596016642,guccyjortz,0,null,  YALL ARE GOING TO JAIL 7rpqHovED
1072334135908274176,922354815165853697,st7suffertle,0,null,三大過大評価されてる食い物「和牛の霜降り」「トロサーモン」「サンドイッチ」  2Vc
1072334135891582976,3195891198,Furf_7,0,null, 1 Help me understand this pleaseJehovah Witnesses believe only 144000 people go to heaven There are over 8 million of y…
1072334135904088064,923854595280875520,naginagidbRB3,0,null,  _nama これが猫の手を借りるというやつですか
1072334135925071872,4817311710,4catlovelu,0,1072284543657201664, うわわわわ😻😻みんなめっちゃ可愛い❤️ありがとうございます🙏お疲れ様でした😖😖
1072334135912554498,1056144865765994497,joysclover69,0,null, _travel_info ＼毎日がドキドキの大チャンス！／ 国内航空券（2組4名様）や、ANA旅行券1万円分（25名様）をプレゼント🌟 毎日1回のチャンス！（1225まで）  ＜応募は簡単＞ ①フォロー ②この投稿をリツイート ③すぐに結果通知…
1072334135916679169,4389014593,BENIHIMEcat,0,null,  ｢THE W 2018｣まさかの優勝となりました。応援して下さった皆様、力を貸して下さった事務所の皆様、阿佐ヶ谷の皆様、家族のおかげです。本当にありがとうございます。本日11日はZIP、スッキリ、バケット、ヒルナンデスと、回らせていただき…
1072334135899947008,1016918155116011520,itoooou01,0,null,ともるーむのともちゅだよ＼＼\(۶•̀ᴗ•́)۶／／5aSNycRBL
1072334135912525824,25089645,KwapsSeiko,0,null,  South African journalists are journalists at breakfastThen they are political analyts during lunchThen they top it a…
1072334135887306753,1660418394,NikkyBilly,0,null, _jm   _twt 181209 🍼💦💦💦 0PvJQvRItw
